sku,mean_dispensed,std_dispensed,cv_dispensed
b1cfc8c80d03027941b0bce8d2ff3deb,30.155433287482808,13.580158717660552,0.4503387030853086
da3562c59621dd135d3f0255d3fb66aa,20.403846153846153,9.183388300353027,0.4500812362095734
67e22bfb70595ff6bd2e46f7fec1252e,7.0131578947368425,3.1370185408915794,0.44730470751924956
b701576d3b2e8ea055ac68016e01668e,17.05922865013774,7.628300589709171,0.44716562197245524
69c93e0ed056c1f8056e644a63612ea1,9.714090287277703,4.299290299834147,0.4425829051089651
eaccfd101d1996b58f0c5e9bc6d0b59e,7.796052631578948,3.4417360777665174,0.4414716319160427
ca67f5df319c236afc1f4f6e3f62e3af,1.3,0.5591109389171408,0.4300853376285698
75e40f05b77a18976fed8a76d9962f24,13.430344827586207,5.6947844236907645,0.42402369386626315
b75258a98f738311db28aacad46845b3,1.2767295597484276,0.5385393946256198,0.4218116440663722
7880eed2784835223e30bd67b198f7be,14.182320441988951,5.772296802464028,0.40700651392520026
d174ca773fd40173132afa19f0366bb4,1.205128205128205,0.48313740350249207,0.4009012497148339
48d1f3625ed89240b0c15486880eb40a,1.75,0.6831300510639733,0.3903600291794133
d46edd1070d98a224cfb1c1ed5967e12,11.478679504814306,4.401574275771151,0.383456500717271
bebd1078d21f8b90d53127b956e3cfc9,1.1612903225806452,0.42452844890191843,0.3655661643322075
9a154810b166b91ae0c3d0cd84fb7e05,22.189890710382514,8.04761864083488,0.36267049468023965
8270ca36d6d40203214e4f4303deacbb,13.997260273972604,4.987775800453938,0.35633943377680316
df1f227ca6f5a237e8c15dd1311183e0,1.1395348837209303,0.3506046035634261,0.3076734276168841
d1f0047ee0c954d039e175d0559bb29c,1.1043478260869566,0.3343995153263471,0.302802710728582
160173e79ddfe9508c02f8cdb93daff9,1.1176470588235294,0.3321055820775357,0.29714709975358455
1a9216218ce8ca818adb55ba1cc963c4,1.1076923076923078,0.3124038313563934,0.28203123664118845
a0b58e14d2d6c95d5c9e8ebb4db73e50,1.0769230769230769,0.26995276239950855,0.2506704222281151
b5089fb99e263d9345bd54e43426a614,1.025,0.15811388300841894,0.1542574468374819
461104747ec72f92b0faf4da6d904934,1.0,0.0,0.0
924aa4fc983c1f8364e5bd1f04cbb062,1.0,0.0,0.0
